fecha,etiquetaOriginal,ventasArs,recTransferenciaArs,sinRespaldoArs,facAContadoArs,facBContadoArs,fcCuentaCorrienteArs,ffArs,facturadoArs,comprasArs
2025-05-29,Jeudi 29,843000,0,687500,35000,120500,252000,0,407500,0
2025-05-28,Mercredi 28,681000,0,315000,44000,322000,0,0,366000,0
2025-05-27,Mardi 27,1207500,0,643000,442000,122500,127501,0,692001,0
2025-05-26,Lundi 26,1397200,0,714100,315500,367600,0,0,683100,0
2025-05-24,Samedi 24,556700,0,556700,0,0,0,0,0,425000
2025-05-23,Vendredi 23,1231400,0,817200,208200,206000,530900,0,945100,1093830
2025-05-21,Mercredi 21,896200,0,543200,27000,326000,0,0,353000,2159888
2025-05-20,Mardi 20,1502250,0,941250,297000,264000,0,0,561000,41100
2025-05-19,Lundi 19,975000,0,639500,146500,189000,0,0,335500,107671
2025-05-17,Samedi 17,639500,0,401500,35000,203000,0,0,238000,350000
2025-05-16,Vendredi 16,1285284,0,537800,466484,281000,0,0,747484,1206857
2025-05-15,Jeudi 15,1439200,0,872700,331500,235000,0,0,566500,301700
2025-05-14,Mercredi 14,1104900,0,648300,237500,219100,106722,0,563322,164000
2025-05-13,Mardi 13,783500,0,417000,33000,333500,0,0,366500,1013390
2025-05-12,Lundi 12,1060200,0,520800,238900,300500,0,0,539400,68000
2025-05-10,Samedi  10,1024000,0,714000,0,310000,0,0,310000,750000
2025-05-09,Vendredi 9,2043202,264902,907400,500600,370300,0,0,870900,525000
2025-05-08,Jeudi 8,1619300,0,1295800,227500,96000,0,0,323500,700000
2025-05-07,Mercredi 7,826240,155440,418200,20000,232600,312665,71000,636265,2270000
2025-05-06,Mardi 6,8588958,6875908,981600,372450,359000,6903658,0,7635108,1921716
2025-05-05,Lundi 5,1133600,0,511500,102600,519500,0,0,622100,997000
2025-05-03,Samedi 3,729200,0,359400,129500,240300,0,0,369800,2034361
2025-05-02,Vendredi 2,1363000,0,339000,674500,349500,0,0,1024000,420784
2025-04-30,Mercredi 30,932900,0,538900,13700,380300,102850,0,496850,0
2025-04-29,Mardi 29,1257800,678000,831100,339000,87700,0,0,426700,0
2025-04-28,Lundi 28,1079200,0,716200,0,363000,240086,0,603086,0
2025-04-26,Samedi 26,838600,0,509000,0,329600,0,0,329600,0
2025-04-25,Vendredi 25,1513200,264000,638700,46500,564000,332000,11000,953500,76000
2025-04-24,Jeudi 24,5256342,2937342,2016000,115500,187500,642000,0,945000,0
2025-04-23,Mercredi 23,1456900,0,387000,35000,1034900,0,0,1069900,2559000
2025-04-22,Mardi 22,1163800,93500,554500,131700,384100,0,0,515800,47820
2025-04-21,Lundi 21,2758400,0,984600,1486800,287000,0,0,1773800,106618
2025-04-19,Samedi 19,516900,233000,0,283900,0,0,0,283900,47520
2025-04-18,Vendredi 18,0,0,0,0,0,0,0,0,60000
2025-04-17,Jeudi 17,1849770,145700,963100,176770,564200,0,0,740970,715836
2025-04-16,Mercredi 16,1439000,0,938500,74000,426500,0,0,500500,785337
2025-04-15,Mardi 15,1886200,147000,1240500,173000,325700,0,0,498700,86200
2025-04-14,Lundi 14,983500,-1440023,656500,1633523,133500,0,0,1767023,156846
2025-04-13,Samedi 13,1060500,0,741500,195000,124000,0,0,319000,38521
2025-04-12,Vendredi 12,2234400,770400,1019000,262000,183000,0,0,445000,1157220
2025-04-11,Jeudi 11,3061450,0,2324400,124000,613050,0,0,737050,58000
2025-04-10,Mercredi 10,1348100,0,475800,51300,821000,8200,0,880500,328350
2025-04-09,Mardi 9,4312742,0,686200,3102542,524000,0,0,3626542,125830
2025-04-07,Lundi 7,1759600,0,1337100,0,422500,0,0,422500,300000
2025-04-05,Samedi 5,858200,0,604500,90700,163000,0,0,253700,174650
2025-04-04,Vendredi 4,1408401,0,1094500,20200,293701,238800,0,552701,340131
2025-04-03,Jeudi 3,1367900,0,819000,142800,406100,0,0,548900,975901
2025-04-02,Mercredi 2,0,0,0,0,0,0,0,0,1262810
2025-04-01,Mardi 1,975500,0,390700,245000,339800,0,0,584800,355000
2025-03-31,Lundi 31,1668258,477158,919100,80000,192000,0,532400,804400,0
2025-03-29,Samedi 29,1786300,0,1098300,211000,477000,0,0,477000,0
2025-03-27,Jeudi 27,2230900,676600,1070800,208000,275500,0,0,483500,0
2025-03-26,Mercredi  26,1755140,35350,556500,650790,512500,314600,0,1477890,0
2025-03-25,Mardi 25,1402400,0,953200,273200,176000,1697800,135600,2282600,0
2025-03-22,Samedi 22,643400,0,318200,30000,295200,0,0,325200,380000
2025-03-21,Vendredi 21,2903700,0,1476600,573200,853900,0,0,1427100,163000
2025-03-20,Jueves 20,1556400,0,991400,404500,160500,0,0,565000,817000
2025-03-19,Mercredi 19,1179000,0,563800,221700,393500,0,0,615200,705309
2025-03-18,Mardi 18,2373802,116402,1184900,436500,636000,0,0,1072500,124030
2025-03-17,Lundi 17,1176200,0,761700,39000,375500,0,0,414500,102705
2025-03-15,Samedi 15,1166800,0,619100,30000,517700,0,0,547700,284014
2025-03-14,Vendredi 14,1368720,0,1012100,127200,229420,0,0,356620,351166
2025-03-13,Jeudi 13,1108928,0,510800,532128,66000,0,0,598128,1424613
2025-03-12,Mercredi 12,1843800,0,1147000,321500,375300,0,0,696800,300000
2025-03-11,Mardi 11,1243000,0,845900,37000,360100,0,0,397100,1065359
2025-03-10,Lundi 10,1975600,0,1198100,440000,337500,676600,0,1454100,713627
2025-03-08,Samedi 8,831500,0,595000,0,236500,0,0,236500,117320
2025-03-07,Vendredi 7,1975100,0,1240600,184000,550500,0,567974,1302474,250000
2025-03-06,Jeudi 6,1300000,0,518200,332200,449600,0,235750,1017550,681365
2025-03-05,Mercredi 5,1906800,0,1358400,51000,497400,187000,90000,825400,70000
2025-03-04,Mardi 4,0,0,0,0,0,0,0,0,145000
2025-03-03,Lundi 3,0,0,0,0,0,0,0,0,1207000
2025-03-01,Samedi 1,1609450,0,803300,399150,407000,0,0,806150,217000
2025-02-28,Vendredi 28,1745807,116402,418300,690005,521100,0,0,1211105,0
2025-02-27,Jeudi 27,1996200,0,1232700,82500,681000,35350,0,798850,0
2025-02-26,Mercredi  26,1530500,546500,524500,207500,252000,0,0,459500,0
2025-02-25,Mardi 25,1510500,0,918300,236200,356000,0,130000,722200,0
2025-02-24,Lundi 24,2937600,1162750,861500,590350,323000,1162750,0,2076100,0
2025-02-22,Samedi 22,2831800,0,908000,1295000,628800,0,0,1923800,351166
2025-02-21,Vendredi 21,2104400,0,1044500,431800,628100,0,0,1059900,568216
2025-02-19,Mercredi 19,1673700,0,1184500,312900,176300,0,0,489200,1643192
2025-02-18,Mardi 18,992070,0,678500,62670,250900,0,0,313570,105500
2025-02-17,Lundi 17,1914200,228000,1069200,283000,334000,0,0,617000,815424
2025-02-15,Samedi 15,1062100,0,753000,0,309100,0,0,309100,1451735
2025-02-14,Vendredi 14,1851300,0,797500,680800,373000,0,0,1053800,600000
2025-02-13,Jeudi 13,1483300,0,874600,46000,562700,0,0,608700,1984223
2025-02-12,Mercredi 12,1999300,0,908200,437100,654000,0,0,1091100,729630
2025-02-11,Mardi 11,2206200,113800,1383200,136300,572900,0,0,709200,0
2025-02-10,Lundi 10,2085600,0,1230400,187000,668200,0,0,855200,598950
2025-02-08,Samedi 8,1635800,0,932500,348000,355300,0,0,703300,2000000
2025-02-07,Vendredi 7,2181800,0,1605300,85000,491500,0,235750,812250,1432210
2025-02-06,Jeudi 6,1591800,0,958200,65000,568600,0,0,633600,290000
2025-02-05,Mercredi 5,2084150,0,1157200,304950,622000,0,0,926950,600000
2025-02-04,Mardi 4,2795000,0,814500,1167800,812700,0,0,1980500,1428887
2025-02-03,Lundi 3,3091857,0,1330000,1202300,559557,0,0,1761857,385000
2025-02-01,Samedi 1,1303000,0,772500,182000,348500,0,0,530500,100000
2025-01-31,Vendredi 31,1681595,0,1053095,207500,421000,0,0,628500,715081
2025-01-30,Jeudi 30,2185900,0,745100,1301000,139800,0,0,1440800,317262
2025-01-29,Mercredi 29,1411400,0,680900,237000,493500,0,0,730500,120000
2025-01-28,Mardi 28,2557500,0,1959000,246500,352000,0,0,598500,3147239
2025-01-27,Lundi 27,2721800,143000,1365900,670900,542000,0,0,1212900,345877
2025-01-25,Samedi 25 ,1380500,0,749200,292800,338500,210000,0,841300,150000
2025-01-24,Vendredi 24,2282670,0,1523900,10000,748770,0,0,758770,384442
2025-01-23,Jeudi 23,2791500,727500,876400,900600,287000,0,0,1187600,105000
2025-01-22,Mercredi 22,2732800,206000,1137300,402000,987500,41900,0,1431400,346302
2025-01-21,Mardi 21,1415500,0,839600,0,575900,32197,0,608097,840000
2025-01-20,Lundi 20,2683300,0,1493400,289000,900900,108200,0,1298100,90000
2025-01-18,Samedi 18,1821500,0,928500,225800,667200,687500,0,1580500,1849373
2025-01-17,Vendredi 17,2199700,0,989900,159100,1050700,0,0,1209800,0
2025-01-16,Jeudi 16,3408000,0,1241000,1855000,312000,0,0,2167000,1336593
2025-01-15,Mercredi 15,3008450,0,1371600,704800,932050,0,0,1636850,745000
2025-01-14,Mardi 14,1414900,0,908100,97800,409000,0,0,506800,256411
2025-01-13,Lundi 13,3880100,0,1734000,1506300,639800,-1227050,0,919050,790000
2025-01-11,Samedi 11,1611700,0,837700,162000,612000,0,0,774000,1324172
2025-01-10,Vendredi 10,1750099,0,871900,316699,561500,0,0,878199,945000
2025-01-09,Jeudi 9,2056200,0,1074000,228000,754200,0,421080,1403280,553000
2025-01-08,Mercredi 8,2305950,0,1124900,372700,808350,491550,235750,1908350,361796
2025-01-07,Mardi 7,2720100,0,1987300,167000,565800,0,0,732800,400000
2025-01-06,Lundi 6,2568800,0,1315000,688800,565000,0,0,1253800,77000
2025-01-04,Samedi 4,1392800,0,942400,166000,284400,0,0,450400,316000
2025-01-03,Vendredi 3,1795700,0,899700,328000,568000,0,0,896000,543679
2025-01-02,Jeudi 2,3925449,1162749,1669000,489500,604200,0,0,1093700,637505
2024-12-31,Mardi 31,501500,0,393500,0,108000,0,0,108000,116700
2024-12-30,Lundi 30,2757800,0,1756000,265000,736800,1162749,0,2164549,40000
2024-12-28,Samedi 28,1235300,0,566000,55800,613500,0,0,669300,1382201
2024-12-25,Jeudi 25,2642390,0,1385500,785940,470950,0,0,1256890,565000
2024-12-24,Mardi 24,685300,0,306000,174000,205300,0,0,379300,1845831
2024-12-23,Lundi 23,2682651,0,1575800,510000,596851,0,0,1106851,364000
2024-12-21,Samedi 21,1520000,0,633800,198400,687800,0,0,886200,1250000
2024-12-20,Vendredi 20,3834700,0,3088500,200000,546200,0,205000,951200,1248739
2024-12-19,Jeudi 19,1838300,0,891900,81500,864900,0,1769000,2715400,2637530
2024-12-18,Mercredi 18,2123000,0,1368800,353800,400400,0,0,754200,215000
2024-12-17,Mardi 17,2035400,0,1349300,265500,420600,0,0,686100,2753764
2024-12-16,Lundi 16,3818920,0,1961400,1158620,698900,2562500,0,4420020,1307020
2024-12-14,Samedi 14,1106500,0,556500,199000,351000,0,0,550000,308100
2024-12-13,Vendredi 13,2725500,0,1648500,389500,687500,0,0,1077000,88830
2024-12-12,Jeudi 12,3122100,0,1618800,793000,710300,0,0,1503300,1874144
2024-12-11,Mercredi 11,1865700,0,895200,360000,610500,0,315568,1286068,1410193
2024-12-10,Mardi 10,1744300,0,1058100,198200,488000,0,0,686200,420250
2024-12-09,Lundi 9 ,1684500,0,968500,224000,492000,0,0,716000,950000
2024-12-07,Samedi 7,1189400,0,769900,24000,395500,0,0,419500,62320
2024-12-06,Vendredi 6,2783600,0,1802000,408000,573600,164560,0,1146160,113390
2024-12-05,Jeudi 5,2302800,0,1254300,447200,601300,0,0,1048500,3045660
2024-12-04,Mercredi 4,2301280,0,1165500,497680,638100,0,0,1135780,422000
2024-12-03,Mardi 3,1493300,0,655700,98000,739600,0,0,837600,198000
2024-12-02,lundi 2,2321701,0,1052700,285500,983501,0,0,1269001,692735
2024-11-30,Samedi 30,1240600,0,600100,640500,0,0,0,640500,0
2024-11-29,Vendredi 29,3371300,0,1849000,1121000,401300,0,0,1522300,680362
2024-11-28,Jeudi 28,2261700,0,1270400,163000,828300,0,0,991300,585000
2024-11-27,Mercredi 27,1806000,0,670800,580000,555200,0,31000,1166200,340000
2024-11-26,Mardi 26,2073400,0,737300,424000,912100,0,0,1336100,129239
2024-11-25,lundi 25,2364350,0,1169650,322600,872100,0,0,1194700,0
2024-11-23,Samedi 23,1973900,0,1626400,347500,0,0,0,347500,0
2024-11-22,Vendredi 22,2319300,0,1726800,43000,549500,0,0,592500,300000
2024-11-21,Jeudi 21,2556000,0,1653700,273600,628700,0,0,902300,790000
2024-11-20,Mercredi 20,1342100,0,739900,167200,435000,0,0,602200,74840
2024-11-19,Martes 19,3021700,0,1263200,961500,797000,260198,0,2018698,231000
2024-11-16,Samedi 16,1770500,0,1125000,99000,546500,0,0,645500,161390
2024-11-15,Vendredi 15,2391095,576000,1197400,392895,224800,549300,0,1166995,1098093
2024-11-14,Jeudi 14,1697100,0,653200,371200,672700,30000,0,1073900,590000
2024-11-13,Mercredi 13,2903600,0,1975900,174200,753500,0,12000,939700,37200
2024-11-12,Mardi 12,1747000,0,317400,831600,598000,576000,0,2005600,1587435
2024-11-11,Lundi 11,1568200,0,1025100,294000,249100,0,205000,748100,270000
2024-11-09,Samedi 9,1785400,0,1006400,261000,518000,0,52300,831300,91045
2024-11-08,Vendredi 8,1707700,0,1097400,142000,468300,0,0,610300,678992
2024-11-07,Jeudi 7,1332400,0,578800,249900,503700,0,0,753600,77000
2024-11-06,Mercredi 6,2043399,10000,670200,815699,547500,0,0,1363199,723053
2024-11-05,Mardi 5,1950080,0,711300,819980,418800,0,0,1238780,90000
2024-11-04,Lundi 4,1645250,232650,621100,365000,426500,0,0,791500,1969500
2024-11-02,Samedi 2,866700,0,451700,112000,303000,0,0,415000,1101331
2024-11-01,Vendredi 1,1641300,0,1090600,199700,351000,0,36400,587100,1102416
2024-10-31,Jeudi 31,1651100,0,627400,199000,824700,330118,0,1353818,723053
2024-10-30,Mercredi 30,1250500,0,855900,91200,303400,115000,0,509600,1440340
2024-10-29,Mardi 29,1476200,0,913800,147000,415400,0,0,562400,468270
2024-10-28,Lundi 28,2115550,0,1207050,431000,477500,0,0,908500,210000
2024-10-27,Samedi 27,1684700,0,1169300,249100,266300,0,0,515400,265129
2024-10-26,Vendredi 26,2338700,0,1582600,264800,491300,0,0,756100,157000
2024-10-25,Jeudi 25,1711650,0,738300,269000,704350,18000,0,991350,733260
2024-10-23,Mercredi 23,4992500,0,1237700,1150300,2604500,0,0,3754800,236000
2024-10-22,Mardi 22,2275000,0,1475100,473300,326600,1275000,0,2074900,366000
2024-10-20,Lundi 20,1829300,138000,930000,447400,313900,0,0,761300,134000
2024-10-19,Samedi 19,1101398,0,735100,171298,195000,0,0,366298,610000
2024-10-18,Vendredi 18,1814100,0,788100,509100,516900,0,0,1026000,136000
2024-10-17,Jeudi 17,1029900,0,579700,83300,366900,101699,0,551899,1110000
2024-10-16,Mercredi 16,1613300,0,891900,341000,380400,0,0,721400,45084
2024-10-15,Mardi 15,1548190,0,839500,165000,543690,0,50000,758690,375700
2024-10-14,Lundi 14,1006700,0,704700,34000,268000,0,0,302000,363000
2024-10-12,Samedi 12,1063300,0,832300,0,231000,0,0,231000,540507
2024-10-11,Vendredi 11,1150100,0,839300,0,310800,0,0,310800,22010
2024-10-10,Jeudi 10,1410501,0,924100,78401,408000,0,0,0,638735
2024-10-09,Mercredi 9,1214700,0,315000,376100,523600,0,0,899700,2221041
2024-10-08,Mardi 8,1228740,163000,677600,144440,243700,472200,0,860340,240000
2024-10-07,Lundi 7,1471300,0,1050900,186300,234100,0,0,420400,153600
2024-10-05,Samedi 5,1259300,0,637500,26000,595800,0,0,621800,116000
2024-10-04,Vendredi 4,1215500,0,613500,256000,346000,0,0,602000,633406
2024-10-03,Jeudi 3,1780350,336450,602300,332900,508700,48000,0,889600,49140
2024-10-02,Mercredi 2,1690200,0,1060300,86400,543500,570400,399308,1599608,310000
2024-10-01,Mardi 1,3414000,32000,1894150,910650,577200,184000,1438020,3109870,95720
2024-09-30,Vendredi 30,577200,0,506900,0,70300,0,0,70300,52080
2024-09-29,Jeudi 29,802758,0,348800,319758,134200,0,0,453958,160000
2024-09-28,Samedi 28,934700,0,540700,105400,288600,454150,0,848150,0
2024-09-28,Mercredi 28,724800,0,463800,186000,75000,0,0,261000,482328
2024-09-27,Vendredi 27,1513800,0,623000,246500,644300,0,0,890800,0
2024-09-27,Mardi 27,2453800,1350000,679200,0,424600,1725000,0,2149600,103010
2024-09-26,Jeudi 26,933400,0,461200,354500,117700,0,0,472200,2281292
2024-09-26,Lundi 26,771020,0,700620,0,70400,0,0,70400,260160
2024-09-25,Mercredi 25,1599400,0,1043500,228000,327900,0,0,555900,35250
2024-09-24,Mardi 24,1653200,0,953800,158700,540700,0,0,699400,155000
2024-09-24,Samedi 24,390000,0,243500,0,146500,0,0,146500,350000
2024-09-23,Lundi 23,2554400,0,692200,1366000,496200,152450,0,2014650,183000
2024-09-23,Vendredi 23,328200,0,160400,94800,73000,0,0,167800,13644000
2024-09-22,Jeudi 22,716350,0,354650,13000,348700,0,0,361700,290000
2024-09-21,Samedi 21,960900,0,478500,126500,355900,0,0,482400,153350
2024-09-21,Mercredi 21,1180587,0,902300,121300,156987,0,0,278287,1497907
2024-09-20,Mardi 20,473500,0,278300,89000,106200,0,0,195200,165000
2024-09-19,Jeudi 19,866700,0,425600,67900,373200,0,0,441100,716844
2024-09-19,Lundi 19,1036900,300900,416300,230800,88900,0,0,319700,337782
2024-09-18,Mercredi 18,1509800,0,1189400,54500,265900,0,0,320400,360150
2024-09-17,Mardi 17,3145100,0,1324800,1133000,687300,32000,0,1852300,478010
2024-09-16,Lundi 16,1260300,0,641800,462500,156000,0,0,618500,2288850
2024-09-16,Vendredi 16,744400,0,474900,79000,190500,0,0,269500,359136
2024-09-14,Samedi 14,595300,43500,471800,18000,62000,0,0,80000,545278
2024-09-14,Miércoles 14,1557200,0,1290200,141600,125400,0,0,267000,460000
2024-09-13,Vendredi 13,1151460,251560,682900,59000,158000,251560,0,468560,475000
2024-09-13,Mardi 13,740208,0,204500,328000,207708,0,0,535708,375075
2024-09-12,Jeudi 12,1226400,52900,677500,411300,84700,91770,0,587770,1100000
2024-09-12,Lundi 12,916800,0,801900,30000,84900,0,0,114900,178460
2024-09-11,Mercredi 11,1386000,0,997000,202600,186400,43500,0,432500,233000
2024-09-10,Mardi 10,1435800,0,1216500,63800,155500,0,0,219300,171413
2024-09-10,Sábado10,849800,0,491000,67400,291400,0,0,358800,42010
2024-09-09,Lundi 9,1410200,0,626700,278200,505300,0,0,783500,1043953
2024-09-09,Viernes 9,1626600,0,1191400,344000,91200,86000,0,521200,41930
2024-09-08,Jueves 8,329800,0,242900,0,86900,185060,0,271960,100000
2024-09-07,Samedi 7,820000,0,441600,71000,307400,0,0,378400,0
2024-09-07,Miércoles 7,1085500,0,792100,125900,167500,0,0,293400,76785
2024-09-06,Vendredi 6,2459500,0,656600,180200,1622700,0,0,1802900,425000
2024-09-06,Martes 6,361550,0,232200,0,129350,1500006,0,1629356,300000
2024-09-05,Jeudi 5,1674730,473830,703700,186800,310400,1211422,205000,1913622,600000
2024-09-05,Lunes 5,18854498,0,323300,18198398,332800,0,0,18531198,350000
2024-09-04,Mercredi 4,738758,378058,174100,71600,115000,0,0,186600,200000
2024-09-03,Mardi 3 ,1553524,861454,128000,311770,252300,0,0,564070,702405
2024-09-03,Sábado 3,288800,0,215400,0,73400,0,0,73400,468270
2024-09-02,Lundi 2,668600,0,395900,150000,122700,0,0,272700,1055785
2024-09-02,Viernes 2,2114275,1466775,492600,79600,75300,0,0,154900,177050
2024-08-31,Mercredi 31,478720,0,264300,73800,140620,0,0,214420,0
2024-08-30,Mardi 30,945900,0,702400,0,243500,0,0,243500,0
2024-08-29,Lundi 29,560300,0,455700,37600,67000,0,1100000,1204600,0
2024-08-27,Samedi 27,656000,0,590300,0,65700,0,0,65700,0
2024-08-26,Vendredi 26,802389,0,671889,22200,108300,0,0,130500,0
2024-08-25,Jeudi 25,1808000,0,1694000,0,114000,0,0,114000,0
2024-08-24,Mercredi 24,1067551,0,814400,203000,50151,0,0,253151,0
2024-08-23,Mardi 23,882500,0,561500,146000,175000,0,0,321000,0
2024-08-22,Lundi 22,694400,72600,367800,60000,194000,0,0,254000,0
2024-08-20,Samedi 20,391500,0,150500,185000,56000,0,0,241000,0
2024-08-19,Vendredi 19,579400,0,435400,134000,10000,0,73800,217800,0
2024-08-18,Jeudi 18,911500,0,535000,266500,110000,0,0,376500,0
2024-08-17,Mercredi 17,517600,0,267000,202600,48000,0,750000,1000600,0
2024-08-16,Mardi 16,549566,211266,100400,89400,148500,0,0,237900,0
2024-08-15,LUndi 15,766200,0,617400,81800,67000,72600,0,221400,0
2024-08-13,Samedi 13,196000,0,148600,0,47400,0,0,47400,0
2024-08-12,Vendredi 12,785700,0,264400,127300,394000,0,0,521300,0
2024-08-11,Jeudi 11,537600,0,261700,130000,145900,0,0,275900,128000
2024-08-10,Mercredi 10,325700,13000,167400,17800,127500,0,0,145300,160000
2024-08-09,Mardi 9,0,0,0,0,0,0,0,0,350000
2024-08-08,Lundi 8,922900,229000,0,564900,129000,210500,0,904400,246000
2024-08-06,Samedi 6,587700,0,432400,0,155300,0,0,155300,3964003
2024-08-05,Vendredi 5,956100,-35000,805400,0,185700,264000,0,449700,940564
2024-08-04,Jeudi 4,1036100,0,549600,25000,461500,0,1162507,1649007,15250
2024-08-03,Mercredi 3,571400,0,431400,22000,118000,0,0,140000,0
2024-08-02,Mardi 2,490000,0,195400,168000,126600,28000,0,322600,677350
2024-08-01,Lundi 1,311100,0,172000,0,139100,0,185060,324160,2104000
2024-07-29,Samedi 29,301400,0,167600,35000,98800,0,0,133800,0
2024-07-28,Vendredi 28,1087850,377550,307800,192000,210500,0,0,402500,0
2024-07-27,Jeudi 27,358500,0,324600,0,33900,0,0,33900,0
2024-07-26,Mercredi 26,1126900,0,500400,472000,154500,0,0,626500,0
2024-07-25,Mardi 25,355450,0,261900,28000,65550,13000,0,106550,0
2024-07-24,Lundi 24,683200,0,410900,52000,220300,0,0,272300,0
2024-07-22,Samedi 22,952100,0,416500,151000,384600,0,0,535600,0
2024-07-21,Vendredi 21,390500,252000,128000,0,10500,0,0,10500,210000
2024-07-20,Jeudi 20,0,0,0,0,0,0,0,0,225000
2024-07-19,Mercredi 19,423600,0,223100,132000,68500,0,0,200500,390000
2024-07-18,Mardi 18,461700,0,318200,0,143500,0,0,143500,0
2024-07-15,Samedi 15,1011500,0,746000,154500,111000,0,0,265500,344000
2024-07-14,Vendredi 14,549250,0,239500,252750,57000,0,0,309750,562900
2024-07-13,Jeudi 13,574000,0,367500,146500,60000,0,0,206500,140000
2024-07-12,Mercredi 12,608800,0,385600,96000,127200,0,0,223200,580000
2024-07-11,Mardi 11,398300,0,244300,72000,82000,0,0,154000,0
2024-07-10,Lundi 10,358700,0,186200,18500,154000,0,0,172500,0
2024-07-05,Mercredi 5,168900,0,90900,12000,66000,0,47500,125500,200710
2024-07-04,Mardi 4,383500,0,238500,80000,65000,0,0,145000,214170
2024-07-03,Lundi 3,694500,-112500,494000,10000,303000,90000,-112500,290500,62900
2024-07-01,Samedi 1,227500,0,42500,0,185000,90000,0,275000,453750
2024-06-30,Jueves 30,380900,0,204900,66000,110000,1458130,0,1634130,0
2024-06-29,Miércoles 29,456400,0,281400,0,175000,30000,0,205000,0
2024-06-28,Martes 28,1390700,0,1009000,358500,23200,0,364040,745740,0
2024-06-25,Sábado 25,605601,0,166400,319801,119400,0,0,439201,0
2024-06-24,Viernes 24,302800,0,237800,14000,51000,1373600,0,1438600,0
2024-06-23,Jueves 23,752900,0,342400,290000,120500,0,0,410500,436780
2024-06-23,Jueves 23,711830,0,275500,273390,162940,0,0,436330,0
2024-06-22,Miércoles 22,272900,0,187000,14000,71900,0,0,85900,0
2024-06-21,Martes 21,933060,0,268000,37060,628000,0,0,665060,0
2024-06-20,Lunes 20,734800,0,461300,81000,192500,0,0,273500,0
2024-06-18,Sábado 18,418200,0,168200,166500,83500,0,0,250000,0
2024-06-17,Viernes 17,644400,0,308400,253000,83000,0,0,336000,146526
2024-06-16,Jueves 16,475000,62000,245000,56000,112000,0,0,168000,2879303
2024-06-15,Miércoles 15,631800,0,321500,70300,240000,0,0,310300,994005
2024-06-14,Martes 14,398100,0,149700,228900,19500,0,0,248400,27000
2024-06-13,Lunes 13,622800,0,216400,18000,388400,0,0,406400,175000
2024-06-11,Sábado 11,444100,0,224100,120000,100000,0,0,220000,94000
2024-06-10,Viernes 10,485400,0,265200,19000,201200,0,0,220200,82000
2024-06-09,Jueves 9,449800,0,147500,74800,227500,0,0,302300,48869
2024-06-08,Miércoles 8,665900,0,244500,267200,154200,0,0,421400,46840
2024-06-07,Martes 7,1051670,456820,367350,163000,64500,0,0,227500,47420
2024-06-06,Lunes 6,1294800,0,956200,104100,234500,1116134,327840,1782574,1348608
2024-06-04,Sábado 4,596900,0,378600,90000,128300,0,0,218300,232170
2024-06-03,Viernes 3,1568622,932822,353200,41000,241600,456000,0,738600,421828
2024-06-01,Miercoles 1,0,0,0,0,0,0,0,0,895573
2024-05-30,Mardi 30,952300,0,680900,82500,188900,0,0,271400,0
2024-05-29,Lundi 29,964800,0,410100,318500,236200,0,0,554700,580000
2024-05-27,Samedi 27,1679000,0,1435500,98000,145500,0,0,243500,1830700
2024-05-26,Vendredi 26,831100,0,417800,47300,366000,0,0,413300,275458
2024-05-25,Jeudi 25,872400,0,306400,382000,184000,763822,0,1329822,51790
2024-05-24,Mercredi 24,862500,0,445300,112000,305200,16000,0,433200,1100000
2024-05-23,Mardi 23,2240580,6500,1773780,4000,456300,528000,0,988300,208018
2024-05-22,Lundi 22,1429600,0,585400,59500,784700,0,0,844200,350500
2024-05-20,Samedi 20,533600,0,185100,52400,296100,0,740000,1088500,491641
2024-05-19,Vendredi 19,810500,0,403200,236000,171300,87000,0,494300,30500
2024-05-18,Jeudi 18,2577040,1061440,822300,495000,198300,0,57959,751259,23640
2024-05-17,Mercredi 17,1032200,240000,616200,0,176000,0,1331000,1507000,180000
2024-05-16,Mardi 16,783200,0,533200,125000,125000,0,0,250000,290000
2024-05-15,Lundi 15,476400,0,320600,0,155800,0,0,155800,163000
2024-05-13,samedi 13,1234282,0,1174282,60000,0,0,0,60000,59000
2024-05-12,Vendredi 12,962600,0,397700,250000,314900,240000,0,804900,89830
2024-05-11,Jeudi 11,951400,0,524900,177000,249500,0,0,426500,350000
2024-05-09,mardi 9,1056000,0,547800,170800,337400,0,1097712,1605912,617826
2024-05-08,Lundi 8,1626300,0,820000,414000,392300,0,0,806300,139230
2024-05-06,Samedi 6,1138600,0,761100,62500,315000,0,0,377500,901000
2024-05-05,Vendredi 5,1197800,0,902800,4000,291000,0,137879,432879,1620000
2024-05-04,Jeudi 4,1303600,0,989800,97500,216300,0,0,313800,647410
2024-05-03,Mercredi 3,1136200,0,820700,10000,305500,0,0,315500,536200
2024-05-01,Lundi 1,265300,0,265300,0,0,0,0,0,166000
2024-04-30,Samedi 30,1161300,0,525300,382000,254000,0,0,636000,0
2024-04-28,Jeudi 28,683100,0,311100,277000,95000,0,0,372000,0
2024-04-27,Mercredi 27,2039700,0,883000,788400,368300,0,0,1156700,0
2024-04-26,Mardi 26,938300,0,458800,201000,278500,31000,0,510500,0
2024-04-25,Lundi 25,1549600,0,1085800,153000,310800,0,0,463800,0
2024-04-23,Samedi 23,903400,0,491100,0,412300,0,0,412300,1200000
2024-04-21,Jeudi 21,909000,0,441100,291000,176900,22000,0,489900,27730
